App Name,API Product,API Proxy
BDO Pay POS,BDOPay2-Swiftpass-PREPROD,CPQRAuthorization-SP-V1
BDO Pay POS,BDOPay2-Swiftpass-PREPROD,CPQRProcess-Kvm-v1
BDO Pay POS,BDOPay2-Swiftpass-PREPROD,MPQR-SP-V1
BDO Pay POS,BDOPay2-Swiftpass-PREPROD,QrRequest-v2
BDO Pay POS,BDOPay2-Swiftpass-PREPROD,QrTransactions-v2
BDO Pay POS,BDOPay2-Swiftpass-PREPROD,QrTransactionsVoid-v2
BDO Pay POS,BDOPay2-Swiftpass-PREPROD,Recipient-QR
BDO Pay POS,BDOPay2-Swiftpass-PREPROD,StatusEnquiry-SP-V1
BDO Pay POS,BDOPay2-Swiftpass-PREPROD,VoidAuthorization-SP-V1
BDO Pay POS,BDOPay2-Swiftpass-PREPROD,VOIDTransaction-MS-V2
BDO Pay POS,BDOPay2-Swiftpass-PREPROD,SwiftPass-Kvm-v1
BDO Pay POS,RecipientQR-v1-PREPROD,Recipient-QR
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-DeviceRegistration-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-Login-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-CreditCardAccountsTokenized-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,CasaAccounts-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-CreditCardAccountsTokenized-v2
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-Login2FA-v2
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-LoginFor2FA-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-ForgotPassword-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-CasaVerifications-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-CreditCardVerifications-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-Billers-v2
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-UserAttributes-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,SendMoneyInstaPay-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,QrTransactions-v2
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,QrRequest-v2
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,SendMoneyImmediate-v2
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,SendMoneyBDO
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,SendMoneyInstapayRequest-v2
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,SendMoneyInstapay-v2
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,BillsPaymentTransactions-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,BillsPaymentRequest-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,CasaAccounts-v2
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-Logout-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-ChangePassword-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-2-Way-SMS-v0
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-Login2FA-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,LoanAccounts-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,TDAccounts-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,PrepaidMobileReloadImmediate-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,SendMoneyScheduledRequest-v2
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,SendMoneyScheduled-v2
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,PrepaidMobileReloadRequest-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-AccountsSignUpCASA-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-AccountsSignUpCreditCard-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-UserRegistrations-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,CreditCardAccounts-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,commSigBalanceInq-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-AtmQr-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,CreditCardAccounts-v2
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,SendMoneyScheduled-v2-1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-CreditCardAccountsTokenized-v4
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,CreditCardAccounts-v4
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,GetDebitCardInfo-V1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,QrProcessor-v4
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,DebitCardSecurityManagement-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,CreditCardSecurityManagement-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-ChangeEmail-v1
Backbase-NDB-WEB-App,BDOPay2-BB-PREPROD,ApiBanking-ChangeSMS-v1
Corporate-dummy-App,CMS-ePayments-Corporate-Merchant-Product,Corporate-CMS_ePayments-Authorize_Redirect-V1
Corporate-dummy-App,CMS-ePayments-Corporate-Merchant-Product,Corporate-CMS_ePayments-Get_App_Attributes-V1
Corporate-dummy-App,CMS-ePayments-Corporate-Merchant-Product,CBG-CJ_CC-ApiBanking_Login-V1
Corporate-dummy-App,CMS-ePayments-Corporate-Merchant-Product,TBG-CMSEpayment-Microsite-CMS_BillPaymentInquiry-V1
CNR-CMS-PAPI-App,CNR-CMS-Product,TBG-CMS_Mobile-CMS_BillPayment-V1
CNR-CMS-PAPI-App,CNR-CMS-Product,CBG-CJ_CC-ApiBanking_Login-V1
CJ-Biometrics-WCM-App,BioMetrics-WCM-CIAM,CBG-CJ_CC-ApiBanking_Login-V1
CJ-Biometrics-WCM-App,BioMetrics-WCM-CIAM,CIAM-WCM-Biometrics-v2
Telephony-External,Telephony API-PROD,telephony_creditcards_rewards
Telephony-External,Telephony API-PROD,Telephony_Cash_Card-V1
Telephony-External,Telephony API-PROD,CBG-CJ_CC-ApiBanking_Login-V1
Platform-App,Platform-Product,Platfrom-Ext-Pre-Prod-1-Proxy-v1
Platform-App,Platform-Product,Platfrom-Ext-Pre-Prod-2-Proxy-v1
Platform-App,Platform-Product,Platfrom-Ext-Prod-1-Proxy-v1
Platform-App,Platform-Product,Platfrom-Ext-Prod-2-Proxy-v1
Platform-App,Platform-Product,Platfrom-Ext-Prod-3-Proxy-v1
Platform-App,Platform-Product,Platfrom-Ext-Prod-4-Proxy-v1
Platform-App,Platform-Product,Platfrom-Ext-Prod-brs-Proxy-v1
Platform-App,Platform-Product,Platfrom-Ext-Prod-hybrid-1-Proxy-v1
ICCS-Clearence-App,ICCS-Evolution-preprod,Signature-Customer-Position-V1
ICCS-Clearence-App,ICCS-Evolution-preprod,Signature-PaymentOrder-GL-FT-V1
ICCS-Clearence-App,ICCS-Evolution-preprod,CBG-CJ_CC-ApiBanking_Login-V1
ICCS-Clearence-App,ICCS-Evolution-preprod,Signature-Customer-Position-V1-NB
ICCS-Clearence-App,ICCS-Evolution-preprod,Signature-Customer-Position-V1-PB
ICCS-Clearence-App,ICCS-Evolution-preprod,Signature-PaymentOrder-GL-FT-V1-NB
ICCS-Clearence-App,ICCS-Evolution-preprod,Signature-PaymentOrder-GL-FT-V1-PB
ICCS-Clearence-App,ICCS-Evolution-preprod,Signature-CurrentAccount-V1
SwiftPass-eSMS-CCM,CCM-SMS-v1,ITG-CCM-Phase_2-V1
SwiftPass-eSMS-CCM,ApiBanking-Login-v1,CBG-CJ_CC-ApiBanking_Login-V1
Swiftpass-CCM-BDOPay2.0,CCM-UNIFIED-v1,ITG-CCM-Phase_2-V1
Swiftpass-CCM-BDOPay2.0,ApiBanking-Login-v1,CBG-CJ_CC-ApiBanking_Login-V1
CRM-CCM-App,CCM-SMS-v1,ITG-CCM-Phase_2-V1
CRM-CCM-App,CCM-UNIFIED-v1,ITG-CCM-Phase_2-V1
CRM-CCM-App,CCM-Email-v1,ITG-CCM-Phase_2-V1
CRM-CCM-App,ApiBanking-Login-v1,CBG-CJ_CC-ApiBanking_Login-V1
MDM-External,BioMetrics-WCM-CIAM,CBG-CJ_CC-ApiBanking_Login-V1
MDM-External,BioMetrics-WCM-CIAM,CIAM-WCM-Biometrics-v2
MDM-External,MDM,Retail-MDM-Get_Customer_Info-V1
MDM-External,MDM,Platform-Oauth-V1
MDM-External,MDM,Common-ApiBanking_AuthToken-V2
MDM-External,MDM,ApiBanking-Login2FA-v1
MDM-External,MDM,Enterprise-EvoNative-PartyReferenceCustomerProfile-V1
CorpWeb-App,CCM-UNIFIED-v1,ITG-CCM-Phase_2-V1
CorpWeb-App,CorpWeb,CBG-CJ_CC-ApiBanking_Login-V1
CorpWeb-App,CorpWeb,Corporate-BOP_Forms-v1
BRS-Replacement,BRS-Replacement-Product,Retail-BRS_R-Create_Transaction-V1
BRS-Replacement,BRS-Replacement-Product,Retail-BRS_R-Create_Transaction-V2
BRS-Replacement,BRS-Replacement-Product,Retail-BRS_R-Create_Transaction-V3
BRS-Replacement,BRS-Replacement-Product,Retail-BRS_R-GetVostrobalance-V1
BRS-Replacement,BRS-Replacement-Product,CBG-CJ_CC-ApiBanking_Login-V1
BRS-Replacement,BRS-Replacement-Product,Retail-BRS_R-SM_RTSWebService-V1
BRS-Replacement,BRS-Replacement-Product,Retail-BRS_R-InquireRemittance-V1
BRS-Replacement,BRS-Replacement-Product,Retail-BRS_R-GetCashPickup-V1
CCS-Security,CCM-SMS-v1,ITG-CCM-Phase_2-V1
CCS-Security,CCM-Email-v1,ITG-CCM-Phase_2-V1
CCS-Security,CCS-Security,CBG-CJ_CC-ApiBanking_Login-V1
CCS-Security,CCS-Security,Corporate-Website-OTP-v1
Avaloq-App-Hybrid,Avaloq-Product-Hybrid,Hybrid-CRM-CustomerInformation-v1
Avaloq-App-Hybrid,Avaloq-Product-Hybrid,Hybrid-Avaloq-CashTransactionsInquiry-V1
Avaloq-App-Hybrid,Avaloq-Product-Hybrid,Hybrid-CRM-AccountBalance-V1
Avaloq-App-Hybrid,Avaloq-Product-Hybrid,Hybrid-CRM-AccountTransactions-V1
Avaloq-App-Hybrid,Avaloq-Product-Hybrid,Hybrid-Avaloq-ExecuteFinacleScript-V1
Avaloq-App-Hybrid,Avaloq-Product-Hybrid,Hybrid-KVM-CRM-credentials-V1
Avaloq-App-Hybrid,Avaloq-Product-Hybrid,Hybrid-Avaloq-CashSettlement-V1
Avaloq-App-Hybrid,Avaloq-Product-Hybrid,Hybrid-ApiBanking-Login-v1
Avaloq-App-Hybrid,Avaloq-Product-Hybrid,Hybrid-Avaloq-BalanceInquiry-V1
Avaloq-App-Hybrid,CCM-SMS-v1,ITG-CCM-Phase_2-V1
Avaloq-App-Hybrid,CCM-UNIFIED-v1,ITG-CCM-Phase_2-V1
Avaloq-App-Hybrid,CCM-Email-v1,ITG-CCM-Phase_2-V1
Avaloq-App-Hybrid,ApiBanking-Login-v1,CBG-CJ_CC-ApiBanking_Login-V1
CreditLens-Prestg1-App,CRIS-Product,CBG-CJ_CC-ApiBanking_Login-V1
CreditLens-Prestg1-App,CRIS-Product,Enterprise-CreditLens-Credit_Investigation-V1
CreditLens-Prestg1-App,IBG-Mediation-Product,CBG-CJ_CC-ApiBanking_Login-V1
CreditLens-Prestg1-App,IBG-Mediation-Product,Enterprise-IBG_Mediation-Loan_Approval_Notification-V1
CreditLens-Prestg1-App,CRAS-Product,CBG-CJ_CC-ApiBanking_Login-V1
CreditLens-Prestg1-App,CRAS-Product,Enterprise-CreditLens-Credit_Appraisal_System-V1
ICCS-App-Hybrid,ICCS-Product-Hybrid,Hybrid-ApiBanking-Login-v1
ICCS-App-Hybrid,ICCS-Product-Hybrid,Hybrid-CRM-AccountInformation-v1
KVM-Update-APP,KVM-operations,Platform-Manage-Kvms-V1
CJ Enterprise Onboarding - D365,CCM-SMS-v1,ITG-CCM-Phase_2-V1
CJ Enterprise Onboarding - D365,CCM-UNIFIED-v1,ITG-CCM-Phase_2-V1
CJ Enterprise Onboarding - D365,CCM-Email-v1,ITG-CCM-Phase_2-V1
CJ Enterprise Onboarding - D365,CCM-Viber-v1,ITG-CCM-Phase_2-V1
CJ Enterprise Onboarding - D365,Enterprise_Onboarding 1.6 APIs,CBG-CJ_CC-ApiBanking_Login-V1
CJ Enterprise Onboarding - D365,Enterprise_Onboarding 1.6 APIs,ApiBanking-UserRegistrations-v1
CJ Enterprise Onboarding - D365,Enterprise_Onboarding 1.6 APIs,TBG-CMSEpayment-Microsite-ApiBanking_Login2FA-V1
CJ Enterprise Onboarding - D365,Enterprise_Onboarding 1.6 APIs,COG-CJ_CASA-Zoloz-V1
CJ Enterprise Onboarding - D365,Enterprise_Onboarding 1.6 APIs,CBG-CJ_CC-NLDS_API-V1
CJ Enterprise Onboarding - D365,Enterprise_Onboarding 1.6 APIs,ApiBanking-UserAttributes-v1
CJ Enterprise Onboarding - D365,Enterprise_Onboarding 1.6 APIs,ApiBanking-AuthOTP-V2
CRM-App,CCM-UNIFIED-v1,ITG-CCM-Phase_2-V1
CRM-App,Telephony API-PROD,telephony_creditcards_rewards
CRM-App,Telephony API-PROD,Telephony_Cash_Card-V1
CRM-App,Telephony API-PROD,CBG-CJ_CC-ApiBanking_Login-V1
CRM-App,MDM,Retail-MDM-Get_Customer_Info-V1
CRM-App,MDM,Platform-Oauth-V1
CRM-App,MDM,Common-ApiBanking_AuthToken-V2
CRM-App,MDM,ApiBanking-Login2FA-v1
CRM-App,MDM,Enterprise-EvoNative-PartyReferenceCustomerProfile-V1
CRM-App,CRM-Product,CBG-CJ_CC-OPICS_KYCFields-V1
CRM-App,CRM-Product,CBG-CJ_CC-ApiBanking_Login-V1
CRM-App,CRM-Product,COG-CRM_CC-CreditCardAccountBalance-V1
CRM-App,CRM-Product,COG-CRM_CC-CreditCardBilledTransactions-V1
CRM-App,CRM-Product,COG-CRM_CC-CASHCARD_ClientInquiry-V1
CRM-App,CRM-Product,COG-CRM_CC-CashCardAccountTransactions-V1
CRM-App,CRM-Product,COG-CRM_CC-CashCardDetails-V1
CRM-App,CRM-Product,COG-CRM_CC-AccountInformation-V1
CRM-App,CRM-Product,COG-CRM_CC-OPICS_CASATransactions-V1
CRM-App,CRM-Product,COG-CRM_CC-CustomerAccountList-V1
CRM-App,CRM-Product,COG-CRM_CC-RewardsCardBalance-V1
CRM-App,CRM-Product,COG-CRM_CC-DCSS_DebitCardBlock-V1
CRM-App,CRM-Product,COG-CRM_CC-IST_DebitCardBlocking-V1
CRM-App,CRM-Product,COG-CRM_CC-EMBS_SendSOAEmail-V1
CRM-App,CRM-Product,COG-CRM_CC-OPICS_CASABalance-V1
HealthCheck,Target_Server_Health_Check_Product,Platform-Target_Server_Health_Check_Prod_Ext-V1
HealthCheck,Target_Server_Health_Check_Product,Platform-Target_Server_Health_Check_Prod_Ext-V2
HealthCheck,Target_Server_Health_Check_Product,Platform-Target_Server_Health_Check-V1
CCM-v1,CCM-SMS-v1,ITG-CCM-Phase_2-V1
CCM-v1,CCM-UNIFIED-v1,ITG-CCM-Phase_2-V1
CCM-v1,CCM-Email-v1,ITG-CCM-Phase_2-V1
CCM-v1,CCM-Viber-v1,ITG-CCM-Phase_2-V1
CCM-v1,ApiBanking-Login-v1,CBG-CJ_CC-ApiBanking_Login-V1
ACS-apps,ACS-Product,CBG-ACS-OAuth-V1
ACS-apps,ACS-Product,CBG-ACS-SendOTPSMS-V1
ACS-apps,ACS-Product,ACS-SmsStatus
CASA-App,CASA-Product,CBG-CJ_CC-ApiBanking_Login-V1
CASA-App,CASA-Product,COG-CJ_CASA-T4S-V1
CASA-App,CASA-Product,COG-CJ_CASA-Zoloz-V1
CASA-App,CASA-Product,CBG-CJ_CC-NLDS_API-V1
CASA-App,CASA-Product,COG-CJ_CASA-Communicator_Gateway-V1
CC-APP,CC-Product,CBG-CJ_CC-ApiBanking_AuthOTP-V1
CC-APP,CC-Product,CBG-CJ_CC-D365_StatusUpdate-V1
CC-APP,CC-Product,CBG-CJ_CC-OPICS_KYCFields-V1
CC-APP,CC-Product,CBG-CJ_CC-AQM_ApplicationDocument-V1
CC-APP,CC-Product,CBG-CJ_CC-AQM_Authentication-V1
CC-APP,CC-Product,CBG-CJ_CC-AQM_CreditReport-V1
CC-APP,CC-Product,CBG-CJ_CC-AQM_SaveApplication-V1
CC-APP,CC-Product,CBG-CJ_CC-AQM_SearchApplication-V1
CC-APP,CC-Product,CBG-CJ_CC-ApiBanking_Login-V1
CC-APP,CC-Product,CBG-CJ_CC-AQM_RequestCreditReport-V1
CC-APP,CRM-Product,CBG-CJ_CC-OPICS_KYCFields-V1
CC-APP,CRM-Product,CBG-CJ_CC-ApiBanking_Login-V1
CC-APP,CRM-Product,COG-CRM_CC-CreditCardAccountBalance-V1
CC-APP,CRM-Product,COG-CRM_CC-CreditCardBilledTransactions-V1
CC-APP,CRM-Product,COG-CRM_CC-CASHCARD_ClientInquiry-V1
CC-APP,CRM-Product,COG-CRM_CC-CashCardAccountTransactions-V1
CC-APP,CRM-Product,COG-CRM_CC-CashCardDetails-V1
CC-APP,CRM-Product,COG-CRM_CC-AccountInformation-V1
CC-APP,CRM-Product,COG-CRM_CC-OPICS_CASATransactions-V1
CC-APP,CRM-Product,COG-CRM_CC-CustomerAccountList-V1
CC-APP,CRM-Product,COG-CRM_CC-RewardsCardBalance-V1
CC-APP,CRM-Product,COG-CRM_CC-DCSS_DebitCardBlock-V1
CC-APP,CRM-Product,COG-CRM_CC-IST_DebitCardBlocking-V1
CC-APP,CRM-Product,COG-CRM_CC-EMBS_SendSOAEmail-V1
CC-APP,CRM-Product,COG-CRM_CC-OPICS_CASABalance-V1
CJ-APP-TRANSUNION,CJ-PRODUCT-TRANSUNION,CBG-CJ_CC-D365_StatusUpdate-V1
CJ-APP-TRANSUNION,CJ-PRODUCT-TRANSUNION,CBG-CJ_CC-ApiBanking_Login-V1
